Numero,Estado,Tiempo de Ejecución (ns),Tiempo de Exploración (ns),Tiempo de Divisibilidad (ns)
2658645617,OK,545132,299521,127497
3758347007,OK,64036,33335,14216
2474301457,OK,83024,29837,30732
1356830149,OK,15391,5697,5367
3610153619,OK,902588,501874,186595
3778929629,OK,72352,28471,22831
4031206951,OK,289551,157064,62011
3925613317,OK,598945,400846,86580
3766938431,OK,340493,167043,85136
2280114329,OK,140563,59238,46264
3375869789,OK,672596,379572,133555
1976534167,OK,9225,3041,3583
4162975777,OK,370172,158251,107039
4008069199,OK,430727,195725,112716
3757796993,OK,759750,404182,153159
2800345693,OK,9259,2868,4024
3046087171,OK,133541,86775,21466
3744013589,OK,17490,5736,6675
2958079331,OK,376283,237302,64969
3009578419,OK,173499,71099,53873
3347117797,OK,636904,356184,128043
2833262009,OK,6771,2002,2982
3888506821,OK,628218,379717,109393
1915262047,OK,708,276,0
4032513319,OK,232437,124639,49573
2117273527,OK,14113,6988,3542
3958598071,OK,320283,174640,63887
1201174939,OK,225130,108841,57579
3606965003,OK,238600,112008,58952
4181030587,OK,504842,354000,64833
4165466183,OK,193173,84275,55565
3057252049,OK,46429,15522,18449
3237069041,OK,298430,120840,98729
2915480599,OK,8843,3314,2490
4028716283,OK,135259,79098,24102
2125574929,OK,40043,16198,13362
3101737649,OK,116662,53806,31374
3693840049,OK,297514,123955,87834
4270618531,OK,278236,180639,40529
3251487181,OK,543302,257940,154879
3272721169,OK,430725,162998,136465
3922566191,OK,228532,100936,59067
2609368123,OK,213771,121008,44967
2916210233,OK,72511,23115,28612
2212332509,OK,467653,259882,100348
2403307327,OK,26037,12334,5905
4111865081,OK,1215637,872902,124717
4177131769,OK,1099012,798427,118756
3349530533,OK,945979,525458,194099
3108456833,OK,3742,1510,1054
3588000799,OK,172098,73039,50846
2039300209,OK,559513,420776,44374
3760709671,OK,49742,17549,18156
4262862697,OK,304407,186540,51066
4037275811,OK,356441,163933,101244
2937661777,OK,11913,4014,4303
2025695297,OK,31833,7598,7423
3817857649,OK,60330,30042,13674
3244041557,OK,506237,263349,112794
2269611847,OK,78550,28029,21453
1668044857,OK,2707,769,1172
3919436263,OK,111692,46714,32035
4116270671,OK,442577,249771,82293
3420750901,OK,210284,139897,30631
4017957841,OK,150146,71428,37426
3461320879,OK,735475,374351,207309
1694650549,OK,64328,24271,22253
4073837387,OK,655038,314088,167226
3719291119,OK,487610,276112,101491
2967845893,OK,76851,38728,18762
1907680409,OK,166788,77827,47476
3044198231,OK,117819,50106,35200
2209120163,OK,298095,145038,81572
4145112107,OK,179208,109334,31077
4230609961,OK,669747,351559,150055
1951698631,OK,84631,27544,35977
4262337613,OK,521917,350302,76188
3907797997,OK,162064,67040,47233
2937516787,OK,2078,834,510
2569012223,OK,27489,8278,11580
3237139291,OK,299321,151110,71079
3162750083,OK,257830,116904,70090
2474385677,OK,115235,63338,26551
2927572589,OK,478835,227088,121374
2802830731,OK,2582,941,550
1932009061,OK,24877,11085,8476
3428545919,OK,324841,135653,94845
2023119023,OK,221791,98690,66308
2222160823,OK,47853,16154,18783
3280323461,OK,310901,130975,94425
2551412389,OK,211510,31631,95577
3786140999,OK,1266698,596882,345076
2943688129,OK,433931,195380,118839
3918038801,OK,1038169,554344,225254
2193681653,OK,10972,4123,3386
3873673571,OK,791095,482857,129898
3798904537,OK,361508,146453,110273
4092376139,OK,217435,196474,8163
1915178633,OK,1450,399,346
4269807007,OK,136001,86904,17333
3737553643,OK,555124,332533,94991
3807275113,OK,506993,229411,134492
2194823167,OK,179606,76506,58544
3611585333,OK,1214352,688289,243567
3200043559,OK,11007,4077,3897
2152642097,OK,33561,6253,21442
3660436519,OK,242146,208716,7171
3910821139,OK,562944,253665,132880
2213507941,OK,24385,8457,9060
3555500407,OK,694221,335787,149697
3482522629,OK,326580,135674,97195
4168611959,OK,144789,81624,27037
1720665019,OK,84155,40342,21789
1335383453,OK,351482,160114,82537
3904131689,OK,499609,229270,126200
3697294807,OK,15269,6584,3985
4177131769,OK,660890,470960,75547
4132094299,OK,478559,446875,12188
3151762969,OK,2183,864,632
2357018953,OK,175613,93532,41061
1730823109,OK,387151,200564,95536
3914220263,OK,516282,275304,114267
3689147699,OK,65699,23372,22846
2529140987,OK,252019,111001,66309
2889646873,OK,81351,40317,18171
2835831601,OK,26624,17951,4076
4197687931,OK,713284,368342,153052
4211860231,OK,588864,271156,157336
2889792559,OK,7081,2049,3267
4032891007,OK,570593,260079,149422
3966200873,OK,72623,25986,26136
4089499423,OK,1210638,758316,202199
4052585399,OK,278396,130327,69447
3124865741,OK,119206,73495,19811
4040980897,OK,1492817,961201,224267
3966200873,OK,123144,44690,42043
1759940411,OK,32007,10568,12543
3994500749,OK,880467,544955,142549
2214560767,OK,1119,510,0
4230201431,OK,569337,227393,217361
4079138201,OK,835471,521632,140868
2156164771,OK,20958,6790,8450
3213622001,OK,11107,3142,4898
3292835939,OK,440550,319722,56064
3919379341,OK,431108,196000,118448
4271010253,OK,279951,174980,41732
2967047549,OK,312846,160695,76317
1937314091,OK,87635,42385,23240
4237687957,OK,842798,491607,144550
3994702183,OK,201497,70301,60312
3947328331,OK,349046,291363,23473
2448343663,OK,97850,40198,30520
3838103453,OK,117645,68281,21467
3300315331,OK,259246,90925,87173
4022595523,OK,402865,278002,51603
2628899083,OK,237899,151916,41288
4252564543,OK,264778,238364,10011
2505382163,OK,17488,5420,7469
3406587931,OK,854321,485174,164665
4236524059,OK,633743,363063,118764
3774472441,OK,606692,336818,123840
3746363921,OK,28800,10018,10233
3772171471,OK,120423,47186,38491
3650571283,OK,515809,267340,112028
2897782373,OK,55986,19359,21305
4037879077,OK,369534,158699,108153
2260270487,OK,302112,223790,31536
3259348321,OK,343325,181141,70205
1833219961,OK,29241,18544,5159
3063199861,OK,430133,187179,117754
2131733719,OK,952,377,0
3284648903,OK,392300,172939,109737
3961252891,OK,332688,150498,90236
3280159313,OK,82548,34685,22939
3905116981,OK,1261410,696046,233462
4206637271,OK,1021667,751553,109362
2935698929,OK,440075,342589,43089
3346735897,OK,357591,141910,111972
4030101223,OK,467034,196748,122113
1992403339,OK,39657,17962,11438
3525668903,OK,27199,9649,9612
3095651473,OK,567481,285713,132232
3725010881,OK,628862,336485,140034
2633223469,OK,327768,248440,44498
3359623231,OK,10659,4364,3126
3195637559,OK,193898,100521,53665
4043829511,OK,136257,65677,34074
4164198953,OK,657389,472340,77871
3860051051,OK,488760,247154,111720
3748998653,OK,225550,144854,35145
4050162481,OK,414429,175368,111701
3237327089,OK,17543,5319,7702
4077062279,OK,105344,65694,14858
3025330337,OK,403076,204400,85899
3776463109,OK,265055,214934,21073
3293075707,OK,90572,46667,21547
4283039561,OK,685980,490212,80856
4226865887,OK,653804,345313,142257
2128491377,OK,235891,114160,64429
4272057617,OK,425372,340146,32370
2443741759,OK,255986,111288,77723
3269458151,OK,695607,372539,143414
4038853223,OK,269607,111222,79682
2866885397,OK,10997,3128,4995
4277932067,OK,613328,400658,79134
2794852909,OK,205069,118300,41380
4219988869,OK,584531,231863,142914
3818906527,OK,66287,32659,15148
2668481527,OK,136166,90263,21666
1158620609,OK,4137,1054,1936
3461290939,OK,606989,356726,117230
3140386631,OK,70695,20838,31769
3981177169,OK,1119499,582529,237148
3596557429,OK,872072,463752,170439
3252785633,OK,376604,265444,47438
3611775469,OK,149311,106242,18004
2216210539,OK,461345,304741,74960
3992948681,OK,108758,69110,16071
3451024001,OK,549509,337286,96489
3502323161,OK,594709,275602,154609
4224861677,OK,464718,350506,48170
2863575389,OK,355256,156332,98786
2118802523,OK,18964,7321,6286
3330482929,OK,490479,215190,147404
3885098897,OK,1233475,674059,266006
2233224437,OK,254362,160113,46045
3199695713,OK,110699,41162,38028
1670241799,OK,4556,1171,1980
3430084663,OK,273041,120077,77033
3173231821,OK,10734,2813,5347
3490959379,OK,58446,19741,22140
3824935931,OK,447763,383668,26476
3191285723,OK,598880,278652,185116
2896893257,OK,322335,149650,91764
2926729361,OK,511425,229232,111150
3694377433,OK,35797,12450,13394
3764191273,OK,42775,15919,14421
3883270957,OK,327418,258602,28474
2243668621,OK,470317,232267,125880
2726624899,OK,357197,266539,42331
1983067439,OK,15855,6514,4878
4214471711,OK,730477,374176,173815
4035965071,OK,97670,40879,27609
2175252979,OK,134045,64513,36225
4017771253,OK,174721,85353,40313
4017097813,OK,516802,206369,123877
3261850003,OK,162940,67194,45194
2560455973,OK,385736,162148,119369
2650043293,OK,651305,314350,179213
2274020191,OK,584351,283222,154521
3315095461,OK,350672,239613,48659
4035551587,OK,637474,267048,180102
3041947541,OK,54972,17454,21466
3284008837,OK,334702,156748,85210
2287044689,OK,62033,20802,23830
2043286711,OK,165442,71598,48611
4083081649,OK,1095138,667691,184772
2821721543,OK,448739,244958,96803
2208405389,OK,68374,25469,25652
3774698737,OK,629180,429514,82289
3466224721,OK,48827,9676,30872
4162975777,OK,685870,284432,199028
3181100443,OK,398992,283701,52093
3757381457,OK,49128,17086,18240
4162975777,OK,657694,293585,180682
4160232379,OK,1075254,782099,121404
3919492853,OK,499709,243490,122869
4046375699,OK,363735,231812,53468
1922509663,OK,44476,24947,9198
3109066139,OK,286775,126872,78299
3789013909,OK,975990,491778,219453
2406706691,OK,595363,311568,139474
4000396013,OK,152348,80212,26368
2208117187,OK,59731,25975,17712
4285925173,OK,937081,659766,100805
3145210403,OK,366112,167350,100986
3807359789,OK,449370,328525,51946
3473072539,OK,783521,579522,108390
1802636347,OK,38060,14638,16535
3760446383,OK,634825,339255,139723
3703305071,OK,14574,6381,3942
3596626367,OK,680683,374525,140992
3144338663,OK,422483,223398,99279
4229357147,OK,641870,377642,109430
3224547463,OK,427298,180396,120223
3527512133,OK,152381,54825,49913
4260504013,OK,576381,292993,132256
3805967923,OK,575863,305848,126953
2251328227,OK,300297,143724,83123
3220815797,OK,9479,2619,4068
3761946569,OK,1005323,549132,198952
2595865417,OK,45953,15124,18366
3475586393,OK,177502,109832,28865
2743566031,OK,101832,37947,34525
3825086743,OK,476261,199753,130486
3238117633,OK,24570,7381,10547
2948179747,OK,67560,25686,22537
3045816877,OK,7038,2077,3179
3892040863,OK,183555,74417,44510
2786572583,OK,495641,206855,155257
4188273059,OK,407110,231146,80188
3941743081,OK,60248,25226,17593
4041526133,OK,165147,75313,42198
3913518041,OK,432986,199316,109850
3170090227,OK,280132,199303,35734
2548687871,OK,8661,3805,2467
1934568541,OK,421,170,0
4019449747,OK,365151,244528,50698
2090605021,OK,338576,168257,84872
4280155933,OK,480935,383002,40368
4021875061,OK,253500,111777,69646
3753684367,OK,90664,27158,28487
1969749451,OK,232953,102838,68980
3594168629,OK,195748,157112,15968
3990310169,OK,439359,306370,55781
4275320347,OK,671786,472037,81009
2341947599,OK,28966,16441,6320
2162180833,OK,265867,119838,78726
2941570301,OK,209509,86751,64164
4043419771,OK,447506,308449,57138
3275360329,OK,77326,30950,23676
3744825023,OK,254526,125014,63279
2588420033,OK,346648,271802,34959
4114801879,OK,8765,4683,1664
2082154859,OK,919,163,302
3774131279,OK,254965,117683,56713
3379173367,OK,58534,24984,16745
3105208597,OK,408712,196511,100650
1111962017,OK,1677,464,441
3991763861,OK,507471,265677,114681
3195387509,OK,436069,329012,49016
4237614509,OK,386047,197282,90001
4233937619,OK,609403,352430,110379
3143614037,OK,154439,71547,40350
3722150569,OK,976410,586937,188949
3540990419,OK,1086191,782168,140633
4014087067,OK,103000,48038,27551
3524718661,OK,23646,7486,9735
4247115211,OK,673248,465799,85672
3789013909,OK,715257,369771,157513
4066458457,OK,514117,227299,132976
4161140741,OK,283770,121915,83059
4286318299,OK,337321,258085,31499
4278714119,OK,241949,148001,38500
4049337233,OK,352104,146512,102891
3969034613,OK,817127,509464,141191
2796704231,OK,392642,175943,109814
3773959919,OK,83517,29403,30120
4136991751,OK,186563,77111,44875
4278714119,OK,217027,136058,35975
3960558031,OK,390973,169694,104515
2198032987,OK,20631,6601,8790
2457842791,OK,64515,23249,23176
2121613519,OK,3666,1054,1457
3388330013,OK,197589,108402,40725
4212128527,OK,117251,66301,21890
3681415267,OK,235594,112687,56499
3999024611,OK,629004,382811,112107
3564406073,OK,492936,259777,111757
4146984749,OK,513027,342732,85780
3151738517,OK,286835,251757,14849
3262825231,OK,541972,293734,119814
4020871697,OK,308065,137544,80220
4114801879,OK,8594,4502,1742
3935357513,OK,791512,420165,160332
3551933089,OK,606206,304324,145904
4075018679,OK,782324,491504,132220
3752146681,OK,212215,137549,33908
3887802157,OK,72690,26187,25982
2085639433,OK,19603,7468,6469
3841574179,OK,538960,386575,62221
4012734881,OK,56220,22090,17887
3826823831,OK,718779,381530,148920
4030821761,OK,114990,56272,27686
3586116503,OK,414879,177753,89525
4001492609,OK,890366,436019,209185
3643763117,OK,31080,10956,11178
4236313969,OK,429760,216278,97490
2949560683,OK,402198,212504,91594
4281073451,OK,377967,290096,32692
1749649849,OK,127006,46087,50035
3007614859,OK,543294,271080,127927
3820990403,OK,780636,483758,131903
1272423253,OK,6037,1702,2832
1940593309,OK,19014,6444,7533
3442417123,OK,105409,63446,19030
2646273569,OK,188256,78179,59242
4028100631,OK,79351,31112,23817
3507983513,OK,709735,381463,154367
3936301409,OK,340701,284057,23988
4012360981,OK,110159,43980,33227
3225927751,OK,15206,4870,6633
1881694967,OK,3561,862,1600
3756875803,OK,97059,42375,27052
4114414561,OK,646875,462687,79760
1755790823,OK,133682,53947,37976
2155199443,OK,285390,157708,62788
3140768149,OK,275231,126747,73245
3745965833,OK,108922,45298,34582
3608587429,OK,550942,288090,123479
3922699537,OK,340043,167377,82493
4088394671,OK,97383,59609,15388
2372146313,OK,114826,45678,38903
3872493539,OK,437342,201229,114158
3625894751,OK,364009,211133,70836
3616999013,OK,610962,376138,105572
2489459041,OK,16784,5310,6726
2034365513,OK,2466,645,1035
2578771649,OK,89194,41680,24581
3612883949,OK,600162,315052,132554
2799663001,OK,46097,17574,15777
3339105437,OK,72297,25169,26088
3583453187,OK,464916,238677,107219
2394722641,OK,221700,93132,66806
4161832399,OK,406884,172909,117403
2381790043,OK,183856,76854,56658
4145659213,OK,170382,71704,47881
2634376447,OK,90924,59159,15343
3312727667,OK,384464,177046,99770
3963561853,OK,513464,251758,133878
3144254831,OK,184909,118182,29352
3379860139,OK,28012,8736,11529
2617449407,OK,250106,102086,72321
1731877643,OK,32310,11811,11740
3041915221,OK,866757,583523,123429
3543839323,OK,485959,186490,157256
3724121017,OK,516270,251414,124317
4031770703,OK,56094,23185,16554
3770209081,OK,252887,102893,74475
3388322417,OK,455881,188909,131556
4105598779,OK,876428,592530,91503
2219554061,OK,341815,120491,145495
3510751553,OK,357739,132846,130801
2079712853,OK,5140,2006,2055
4012360981,OK,139313,52268,49213
4026994297,OK,119526,42581,52748
3247948183,OK,66110,25862,20793
3576122549,OK,647895,302726,173325
4010526929,OK,659474,377583,118832
4128886297,OK,267861,107390,86529
3373319597,OK,674184,361719,138493
1872793519,OK,101250,56879,21452
1966005269,OK,102532,45296,30871
4263378461,OK,480493,328392,66109
1924599361,OK,322313,160516,82221
3641307259,OK,207529,135963,32749
3377970097,OK,243329,105390,64401
2956854599,OK,191206,129794,28745
4290249559,OK,172955,147579,9892
3139017779,OK,64704,34602,13921
3247161739,OK,77520,28576,26206
3859840423,OK,584551,352154,105976
2384825893,OK,209073,79913,69655
2222351981,OK,96393,35145,35075
3658733363,OK,621732,468496,65672
1733903341,OK,28758,11355,9234
3336220529,OK,87748,36604,26168
2768457343,OK,165552,62050,55504
3559543787,OK,319539,132144,93161
1669247521,OK,2078,661,749
2536933499,OK,2591,952,822
3047928209,OK,510538,220646,120757
2830819961,OK,111927,43083,36168
2809229497,OK,69962,22697,27666
2099921077,OK,1798,521,512
3264144203,OK,146046,65898,39765
2597262683,OK,125379,52076,42843
2139520277,OK,910,244,0
3156170153,OK,86724,49239,17429
3422025157,OK,449647,232540,102314
1365451069,OK,123965,55113,33732
2614270691,OK,206015,93401,58023
3051344383,OK,2804,1112,754
4076257973,OK,495949,221570,133965
3027354931,OK,825486,396461,199765
1851375563,OK,461144,260417,93601
3084400607,OK,551253,253141,149423
4246848343,OK,656326,335677,141340
3103667011,OK,260487,122767,70951
4149957787,OK,175267,80216,46033
4162958417,OK,705856,534119,39950
4257902933,OK,423852,213038,98923
2986084523,OK,95654,37215,31042
4020569321,OK,86620,33448,29999
3930497387,OK,77475,29675,26171
3336902501,OK,535840,287165,116306
2367187129,OK,17383,7057,5644
3317476243,OK,20834,7281,7616
4226865887,OK,685250,358074,149651
3194666243,OK,3000,1127,989
1646159653,OK,20009,6537,8382
3136440337,OK,8315,2545,3489
3184284353,OK,317121,148794,89780
3055269403,OK,204850,96035,50558
4154621089,OK,741960,547682,81250
3599754583,OK,381578,155747,114210
3086838863,OK,19657,6192,8007
4278714119,OK,244817,157424,38165
4110677251,OK,291044,124557,84831
4096024643,OK,412112,175250,118505
3545852491,OK,413065,203989,106994
3052134257,OK,65047,24193,21433
4129109069,OK,617042,529965,34172
2113606427,OK,15367,7379,3818
2723281013,OK,123232,58460,32019
3566487917,OK,539007,278028,116453
2819170271,OK,7752,3749,1883
3501999533,OK,123890,80858,19767
3177492319,OK,9430,2913,3886
3624042869,OK,296181,143956,69544
3553290661,OK,266329,130227,62309
3915792833,OK,336801,167296,80326
